18-1664,B2R789,NCT4239,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB004989,4D56AAT3471,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1172,1172,1173,323149260,6-Aug-2018,002018146368997,6-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,1-Aug,186671,CE0002,CE0002,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,1-Aug-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019367-00-D,31-Jul-18,31-Jul-18,31-Jul-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0019470-00-D,1-Aug-18,31-Jul-18,31-Jul-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000841-00,275306,10-Jul-20,31-Jul-20,31-Jul-21,
18-1665,B2R798,NCT4503,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB004998,4D56AAT3480,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1173,1173,1172,323178612,10-Aug-2018,002018147722456,9-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,3-Aug,186864,CE0003,CE0003.8,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,No,c/o sir jun,3-Aug-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019702-00-D,2-Aug-18,3-Aug-18,3-Aug-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0019945-00-D,6-Aug-18,3-Aug-18,3-Aug-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000935-00,275313,4-Aug-20,3-Aug-20,3-Aug-21,
18-1666,B2R811,NCT4231,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB005011,4D56AAT3493,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1172,1172,1173,323149186,6-Aug-2018,002018146368989,6-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,31-Jul,186862,CE0001,CE0001,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,31-Jul-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019362-00-D,31-Jul-18,31-Jul-18,31-Jul-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0019468-00-D,1-Aug-18,31-Jul-18,31-Jul-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000839-00,275304,10-Jul-20,31-Jul-20,31-Jul-21,
18-1667,B2R797,NCT4235,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB004997,4D56AAT3479,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1172,1172,1173,323149223,6-Aug-2018,002018146368993,6-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,1-Aug,186674,CE0002,CE0002.2,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,1-Aug-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019377-00-D,31-Jul-18,31-Jul-18,31-Jul-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0019474-00-D,1-Aug-18,31-Jul-18,31-Jul-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000845-00,275310,13-Jul-20,31-Jul-20,31-Jul-21,
18-1668,B2R776,NCT4232,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB004976,4D56AAT3458,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1172,1172,1173,323149190,6-Aug-2018,002018146368990,6-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,31-Jul,186868,CE0001,CE0001.7,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,31-Jul-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019384-00-D,31-Jul-18,31-Jul-18,31-Jul-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0019476-00-D,1-Aug-18,31-Jul-18,31-Jul-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000847-00,275312,13-Jul-20,31-Jul-20,31-Jul-21,
18-1669,B2R815,NCT4504,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB005015,4D56AAT3497,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1173,1173,1172,323178623,10-Aug-2018,002018147722457,9-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,3-Aug,186678,CE0003,CE0003.9,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,3-Aug-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019706-00-D,2-Aug-18,3-Aug-18,3-Aug-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0020023-00-D,7-Aug-18,3-Aug-18,3-Aug-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000846-00,275314,13-Jul-20,31-Jul-20,31-Jul-21,
18-1670,B2R829,NCT4510,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB005029,4D56AAT3511,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1173,1173,1172,323178682,10-Aug-2018,002018147722463,9-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,3-Aug,186866,CE0003,CE0003.5,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,3-Aug-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019721-00-D,2-Aug-18,3-Aug-18,3-Aug-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0020066-00-D,7-Aug-18,3-Aug-18,3-Aug-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000937-00,275316,4-Aug-20,3-Aug-20,3-Aug-21,
18-1671,B2R856,NCT4237,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB005056,4D56AAT3538,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1172,1172,1173,323149245,6-Aug-2018,002018146368995,6-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,31-Jul,186869,CE0001,CE0001.4,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,31-Jul-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019371-00-D,31-Jul-18,31-Jul-18,31-Jul-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0019472-00-D,1-Aug-18,31-Jul-18,31-Jul-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000843-00,275308,10-Jul-20,31-Jul-20,31-Jul-21,
18-1672,B2R759,NCT4509,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB004959,4D56AAT3441,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1172,1172,1173,323178671,10-Aug-2018,002018147722462,9-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,3-Aug,186865,CE0003,CE0003.4,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,3-Aug-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019720-00-D,2-Aug-18,3-Aug-18,3-Aug-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0020064-00-D,7-Aug-18,3-Aug-18,3-Aug-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000936-00,275315,4-Aug-20,3-Aug-20,3-Aug-21,
18-1673,B2R754,NCT4513,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB004954,4D56AAT3436,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1173,1173,1172,323178715,10-Aug-2018,002018147722466,9-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,3-Aug,186863,CE0003,CE0003.2,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,3-Aug-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PC-HO-18-0019725-00-D,2-Aug-18,3-Aug-18,3-Aug-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0020140-00-D,7-Aug-18,3-Aug-18,3-Aug-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000939-00,275318,4-Aug-20,3-Aug-20,3-Aug-21,
18-1674,B2R431,NCT4512,Mitsubishi,2018,L300 Exceed 2.5D MT,L300 Exceed C/C,HSPUR,Polar White,Diamond Motor Corporation,CS-MARIKINA NCLSP-2018-124,23-Oct,Centro,Centro,PAEL65NYHJB004631,4D56AAT3113,,Diesel,Manual,Utility Vehicle,2477,4,FiberHome,2 pax,2345,1173,1173,1172,323178704,10-Aug-2018,002018147722465,9-Aug-2018,Yes,Quezon City District Office,11/21/2019,Marikina,Marikina,,,Marikina,3-Aug,186675,CE0003,CE0003.10,No Bidding Docs,No Bidding Docs,No Bidding Docs,FH/PH-2018-002-301806,NO RECEIVING COPY,no receiving copy found,Yes,c/o sir jun,3-Aug-2018,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,NO RECEIVING COPY,N/A,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0019724-00-D,2-Aug-18,3-Aug-18,3-Aug-21,Pioneer Insurance & Surety Corporation,MC-PO-HO-18-0020074-00-D,7-Aug-18,3-Aug-18,3-Aug-19,"The Mercantile Insurance Co., Inc.",MC-CVSPL-HO-20-0000938-00,275317,4-Aug-20,3-Aug-20,3-Aug-21,
